Order ID,Order Date,Product Name,Category,Region,Customer ID,Quantity,Unit Price,column K,column L,Status,Sales Representative,,,,Metric,Value,,status,count
ORD-10397-2025-TX,2024-12-16,Printer,Electronics,South,CUST-5787,1,"$1,175.00",1175,High Value,Shipped,David,,,,,,,,
ORD-10481-2025-TX,2024-05-22,Monitor,Electronics,West,CUST-8943,2,$584.00,1168,High Value,Cancelled,Frank,,,,,,,,
ORD-10463-2025-TX,2024-07-10,Laptop,Electronics,South,CUST-7300,2,$583.00,1166,High Value,Shipped,Frank,,,,,,,,
ORD-10907-2025-CA,2025-05-03,Printer,Electronics,West,CUST-5435,1,"$1,165.00",1165,High Value,Shipped,Frank,,,,,,,,
ORD-10759-2025-CA,2024-06-16,Router,Electronics,Central,CUST-9519,1,"$1,160.00",1160,High Value,Shipped,Charlie,,,,,,,,
ORD-10228-2025-AZ,2024-03-26,Laptop,Electronics,Central,CUST-9933,1,"$1,153.00",1153,High Value,Shipped,Frank,,,,,,,,
ORD-10109-2025-TX,2024-03-05,Router,Electronics,South,CUST-6019,2,$576.00,1152,High Value,Shipped,David,,,,,,,,
ORD-10586-2025-TX,2025-04-13,Router,Electronics,Central,CUST-7527,1,"$1,145.00",1145,High Value,Shipped,Charlie,,,,,,,,
ORD-10708-2025-CA,2025-02-27,Gaming Headset,Gaming,South,CUST-6022,5,$228.00,1140,High Value,Pending,Charlie,,,,,,,,
ORD-10212-2025-CA,2024-07-20,Monitor,Electronics,East,CUST-5568,2,$567.00,1134,High Value,Shipped,David,,,,,,,,
ORD-10642-2025-CA,2024-07-31,External HDD,Electronics,North,CUST-4166,4,$283.00,1132,High Value,Shipped,Charlie,,,,,,,,
ORD-10799-2025-AZ,2024-04-26,Router,Electronics,South,CUST-9622,2,$566.00,1132,High Value,Cancelled,David,,,,,,,,
ORD-10740-2025-TX,2025-01-10,Printer,Electronics,North,CUST-5669,2,$565.00,1130,High Value,Shipped,Bob,,,,,,,,
ORD-10508-2025-CA,2025-04-18,External HDD,Networking,East,CUST-6188,5,$224.00,1120,High Value,Shipped,David,,,,,,,,
ORD-10674-2025-CA,2024-12-28,Laptop,Electronics,West,CUST-5361,1,"$1,116.00",1116,High Value,Shipped,Frank,,,,,,,,
ORD-10088-2025-CA,2024-08-21,External HDD,Networking,East,CUST-7074,5,$223.00,1115,High Value,Shipped,Frank,,,,,,,,
ORD-10533-2025-CA,2024-09-28,Monitor,Electronics,Central,CUST-1010,1,"$1,115.00",1115,High Value,Cancelled,Eve,,,,,,,,
ORD-10405-2025-CA,2024-08-23,SSD Drive,Peripherals,South,CUST-1361,4,$277.00,1108,High Value,Shipped,Frank,,,,,,,,
ORD-10234-2025-AZ,2024-02-18,Gaming Headset,Gaming,North,CUST-9660,5,$221.00,1105,High Value,Cancelled,Charlie,,,,,,,,
ORD-10682-2025-CA,2024-08-29,Monitor,Electronics,North,CUST-6459,2,$552.00,1104,High Value,Shipped,Bob,,,,,,,,
ORD-10774-2025-CA,2024-09-10,SSD Drive,Electronics,East,CUST-6199,5,$219.00,1095,High Value,Cancelled,Charlie,,,,,,,,
ORD-10339-2025-AZ,2025-05-28,Monitor,Electronics,Central,CUST-8015,2,$541.00,1082,High Value,Shipped,Frank,,,,,,,,
ORD-10841-2025-CA,2024-12-16,SSD Drive,Peripherals,South,CUST-9354,5,$216.00,1080,High Value,Cancelled,Bob,,,,,,,,
ORD-10230-2025-CA,2024-06-18,Printer,Electronics,West,CUST-4096,1,"$1,076.00",1076,High Value,Shipped,Bob,,,,,,,,
ORD-10287-2025-AZ,2024-12-17,Printer,Electronics,South,CUST-1223,1,"$1,069.00",1069,High Value,Cancelled,Charlie,,,,,,,,
ORD-10152-2025-CA,2025-03-10,Printer,Electronics,Central,CUST-1872,1,"$1,067.00",1067,High Value,Cancelled,Frank,,,,,,,,
ORD-10276-2025-TX,2024-03-14,Gaming Headset,Gaming,Central,CUST-5908,5,$212.00,1060,High Value,Cancelled,Eve,,,,,,,,
ORD-10968-2025-AZ,2024-01-10,Router,Electronics,East,CUST-3996,2,$528.00,1056,High Value,Cancelled,Eve,,,,,,,,
ORD-10320-2025-TX,2025-04-17,SSD Drive,Electronics,East,CUST-5053,4,$262.00,1048,High Value,Cancelled,Frank,,,,,,,,
ORD-10793-2025-CA,2024-05-03,Laptop,Electronics,West,CUST-7876,1,"$1,048.00",1048,High Value,Shipped,David,,,,,,,,
ORD-10871-2025-CA,2025-04-19,Printer,Electronics,Central,CUST-4310,1,"$1,045.00",1045,High Value,Shipped,Charlie,,,,,,,,
ORD-10647-2025-AZ,2024-08-29,Laptop,Electronics,North,CUST-7781,1,"$1,042.00",1042,High Value,Shipped,Eve,,,,,,,,
ORD-10736-2025-CA,2025-05-30,Laptop,Electronics,East,CUST-5259,1,"$1,038.00",1038,High Value,Shipped,Bob,,,,,,,,
ORD-10179-2025-CA,2025-05-19,Printer,Electronics,West,CUST-6268,1,"$1,033.00",1033,High Value,Shipped,Bob,,,,,,,,
ORD-10414-2025-TX,2024-10-20,External HDD,Storage,East,CUST-5998,4,$258.00,1032,High Value,Shipped,Bob,,,,,,,,
ORD-10147-2025-TX,2024-11-03,External HDD,Storage,West,CUST-6895,5,$206.00,1030,High Value,Cancelled,Bob,,,,,,,,
ORD-10957-2025-CA,2025-04-12,Gaming Headset,Gaming,West,CUST-9882,5,$206.00,1030,High Value,Cancelled,David,,,,,,,,
ORD-10945-2025-CA,2024-04-13,Printer,Electronics,South,CUST-7964,1,"$1,024.00",1024,High Value,Shipped,Eve,,,,,,,,
ORD-10117-2025-AZ,2024-11-07,Printer,Electronics,North,CUST-4187,1,"$1,016.00",1016,High Value,Cancelled,David,,,,,,,,
ORD-10240-2025-CA,2024-01-13,Router,Electronics,North,CUST-7063,1,"$1,013.00",1013,High Value,Pending,Charlie,,,,,,,,
ORD-10857-2025-CA,2025-02-20,Monitor,Electronics,West,CUST-5691,1,"$1,012.00",1012,High Value,Pending,Frank,,,,,,,,
ORD-10282-2025-CA,2024-02-22,External HDD,Peripherals,Central,CUST-9465,5,$202.00,1010,High Value,Cancelled,Frank,,,,,,,,
ORD-10284-2025-CA,2025-04-29,Monitor,Electronics,West,CUST-7634,1,"$1,004.00",1004,High Value,Cancelled,Charlie,,,,,,,,
ORD-10977-2025-TX,2025-04-25,Gaming Headset,Gaming,South,CUST-6325,5,$200.00,1000,High Value,Pending,Eve,,,,,,,,
ORD-10515-2025-TX,2024-04-04,Monitor,Electronics,West,CUST-9518,1,$998.00,998,High Value,Shipped,David,,,,,,,,
ORD-10050-2025-TX,2024-10-10,Printer,Electronics,West,CUST-4344,2,$496.00,992,High Value,Shipped,David,,,,,,,,
ORD-10303-2025-AZ,2024-05-23,Monitor,Electronics,North,CUST-2697,1,$992.00,992,High Value,Shipped,Alice,,,,,,,,
ORD-10357-2025-TX,2024-04-08,External HDD,Storage,West,CUST-2110,4,$248.00,992,High Value,Cancelled,Eve,,,,,,,,
ORD-10496-2025-CA,2024-12-26,Monitor,Electronics,Central,CUST-4995,1,$979.00,979,High Value,Shipped,Bob,,,,,,,,
ORD-10787-2025-TX,2024-03-24,SSD Drive,Networking,West,CUST-2089,5,$195.00,975,High Value,Pending,Frank,,,,,,,,
ORD-10438-2025-TX,2024-05-18,Laptop,Electronics,East,CUST-6055,2,$482.00,964,High Value,Pending,Frank,,,,,,,,
ORD-10856-2025-CA,2025-06-05,External HDD,Gaming,West,CUST-1973,4,$239.00,956,High Value,Shipped,Bob,,,,,,,,
ORD-10794-2025-TX,2025-03-23,Router,Electronics,North,CUST-9732,2,$472.00,944,High Value,Shipped,Bob,,,,,,,,
ORD-10302-2025-CA,2024-05-24,Gaming Headset,Gaming,Central,CUST-6752,5,$188.00,940,High Value,Cancelled,Charlie,,,,,,,,
ORD-10068-2025-TX,2025-04-24,SSD Drive,Gaming,Central,CUST-9274,4,$234.00,936,High Value,Pending,Bob,,,,,,,,
ORD-10009-2025-CA,2024-11-01,SSD Drive,Networking,West,CUST-7873,4,$233.00,932,High Value,Shipped,Alice,,,,,,,,
ORD-10334-2025-AZ,2024-03-07,Gaming Headset,Gaming,Central,CUST-8546,4,$233.00,932,High Value,Shipped,David,,,,,,,,
ORD-10900-2025-AZ,2025-05-08,SSD Drive,Accessories,Central,CUST-2869,5,$186.00,930,High Value,Shipped,Frank,,,,,,,,
ORD-10335-2025-TX,2025-05-29,Laptop,Electronics,North,CUST-1764,1,$920.00,920,High Value,Shipped,Charlie,,,,,,,,
ORD-10500-2025-CA,2025-03-22,Gaming Headset,Gaming,North,CUST-5290,4,$229.00,916,High Value,Cancelled,Charlie,,,,,,,,
ORD-10536-2025-CA,2024-09-19,Gaming Headset,Gaming,West,CUST-3409,4,$226.00,904,High Value,Shipped,Eve,,,,,,,,
ORD-10635-2025-CA,2024-02-06,SSD Drive,Electronics,South,CUST-8073,4,$226.00,904,High Value,Shipped,Eve,,,,,,,,
ORD-10916-2025-CA,2025-05-14,Gaming Headset,Gaming,Central,CUST-8452,4,$226.00,904,High Value,Pending,Charlie,,,,,,,,
ORD-10418-2025-TX,2025-02-23,Monitor,Electronics,North,CUST-6370,1,$900.00,900,High Value,Shipped,Charlie,,,,,,,,
ORD-10810-2025-AZ,2025-03-07,Gaming Headset,Gaming,Central,CUST-5301,5,$180.00,900,High Value,Shipped,Eve,,,,,,,,
ORD-10666-2025-CA,2025-03-05,Router,Electronics,North,CUST-7817,1,$877.00,877,High Value,Shipped,Eve,,,,,,,,
ORD-10851-2025-AZ,2024-03-29,Gaming Headset,Gaming,West,CUST-1193,4,$219.00,876,High Value,Shipped,Eve,,,,,,,,
ORD-10155-2025-TX,2025-01-09,SSD Drive,Gaming,South,CUST-8206,3,$291.00,873,High Value,Pending,Bob,,,,,,,,
ORD-10972-2025-AZ,2024-02-15,Laptop,Electronics,South,CUST-2917,2,$435.00,870,High Value,Shipped,Eve,,,,,,,,
ORD-10034-2025-CA,2024-08-31,Gaming Headset,Gaming,North,CUST-9293,4,$217.00,868,High Value,Shipped,Charlie,,,,,,,,
ORD-10074-2025-CA,2024-01-15,Router,Electronics,Central,CUST-7307,2,$433.00,866,High Value,Shipped,Charlie,,,,,,,,
ORD-10083-2025-AZ,2024-12-09,External HDD,Electronics,West,CUST-3263,4,$214.00,856,High Value,Shipped,Frank,,,,,,,,
ORD-10982-2025-TX,2024-02-08,SSD Drive,Gaming,West,CUST-3875,4,$213.00,852,High Value,Shipped,Bob,,,,,,,,
ORD-10995-2025-CA,2025-03-10,Laptop,Electronics,South,CUST-8001,1,$848.00,848,High Value,Shipped,Charlie,,,,,,,,
ORD-10412-2025-AZ,2024-08-10,SSD Drive,Storage,South,CUST-1064,5,$169.00,845,High Value,Shipped,David,,,,,,,,
ORD-10037-2025-TX,2024-07-29,Monitor,Electronics,South,CUST-4694,2,$422.00,844,High Value,Shipped,David,,,,,,,,
ORD-10245-2025-TX,2025-01-16,SSD Drive,Accessories,South,CUST-9335,5,$168.00,840,High Value,Shipped,Bob,,,,,,,,
ORD-10524-2025-AZ,2024-01-16,Laptop,Electronics,West,CUST-8088,1,$839.00,839,High Value,Shipped,Eve,,,,,,,,
ORD-10645-2025-TX,2024-06-24,External HDD,Accessories,Central,CUST-7815,3,$278.00,834,High Value,Shipped,David,,,,,,,,
ORD-10822-2025-CA,2025-02-11,External HDD,Networking,Central,CUST-8759,3,$278.00,834,High Value,Shipped,David,,,,,,,,
ORD-10261-2025-CA,2024-07-10,Printer,Electronics,Central,CUST-7673,1,$830.00,830,High Value,Cancelled,Frank,,,,,,,,
ORD-10777-2025-TX,2025-06-09,Gaming Headset,Gaming,Central,CUST-1039,5,$165.00,825,High Value,Cancelled,Bob,,,,,,,,
ORD-10225-2025-CA,2025-03-18,External HDD,Electronics,North,CUST-5070,5,$163.00,815,High Value,Shipped,Bob,,,,,,,,
ORD-10509-2025-TX,2025-02-05,SSD Drive,Gaming,South,CUST-4273,3,$270.00,810,High Value,Cancelled,Bob,,,,,,,,
ORD-10698-2025-AZ,2024-05-12,SSD Drive,Peripherals,South,CUST-6001,4,$202.00,808,High Value,Pending,Alice,,,,,,,,
ORD-10566-2025-AZ,2024-07-17,External HDD,Gaming,West,CUST-5967,5,$161.00,805,High Value,Shipped,Charlie,,,,,,,,
ORD-10649-2025-CA,2024-02-19,External HDD,Electronics,North,CUST-1431,5,$161.00,805,High Value,Cancelled,Frank,,,,,,,,
ORD-10980-2025-TX,2024-12-05,Laptop,Electronics,West,CUST-7165,2,$402.00,804,High Value,Cancelled,Bob,,,,,,,,
ORD-10246-2025-TX,2024-05-27,Monitor,Electronics,East,CUST-3411,2,$401.00,802,High Value,Shipped,Charlie,,,,,,,,
ORD-10662-2025-AZ,2024-07-07,Printer,Electronics,South,CUST-2205,1,$797.00,797,High Value,Shipped,David,,,,,,,,
ORD-10267-2025-CA,2025-05-21,Printer,Electronics,Central,CUST-3113,1,$790.00,790,High Value,Shipped,Bob,,,,,,,,
ORD-10510-2025-AZ,2024-11-20,SSD Drive,Accessories,West,CUST-4243,5,$158.00,790,High Value,Shipped,Charlie,,,,,,,,
ORD-10296-2025-AZ,2024-05-31,External HDD,Electronics,Central,CUST-5537,3,$263.00,789,High Value,Shipped,Charlie,,,,,,,,
ORD-10928-2025-CA,2024-07-06,Printer,Electronics,Central,CUST-9816,1,$783.00,783,High Value,Pending,David,,,,,,,,
ORD-10236-2025-CA,2025-02-26,Gaming Headset,Gaming,Central,CUST-6354,4,$195.00,780,High Value,Shipped,Bob,,,,,,,,
ORD-10298-2025-TX,2024-10-21,Monitor,Electronics,Central,CUST-5685,1,$780.00,780,High Value,Cancelled,Charlie,,,,,,,,
ORD-10835-2025-CA,2024-02-13,Gaming Headset,Gaming,Central,CUST-9263,4,$194.00,776,High Value,Cancelled,Eve,,,,,,,,
ORD-10434-2025-CA,2024-02-05,Gaming Headset,Gaming,West,CUST-4211,4,$193.00,772,High Value,Pending,Bob,,,,,,,,
ORD-10924-2025-CA,2024-07-27,Router,Electronics,South,CUST-9885,1,$763.00,763,High Value,Shipped,Charlie,,,,,,,,
ORD-10222-2025-CA,2024-04-06,External HDD,Electronics,Central,CUST-4372,3,$254.00,762,High Value,Shipped,Frank,,,,,,,,
ORD-10992-2025-TX,2024-05-25,Printer,Electronics,South,CUST-8511,1,$761.00,761,High Value,Cancelled,Bob,,,,,,,,
ORD-10032-2025-AZ,2025-01-17,External HDD,Storage,West,CUST-8187,4,$190.00,760,High Value,Shipped,David,,,,,,,,
ORD-10797-2025-CA,2024-06-02,Gaming Headset,Gaming,North,CUST-5586,4,$189.00,756,High Value,Shipped,David,,,,,,,,
ORD-10059-2025-AZ,2025-04-18,Gaming Headset,Gaming,West,CUST-8287,5,$149.00,745,High Value,Pending,Eve,,,,,,,,
ORD-10159-2025-AZ,2024-09-11,Keyboard,Peripherals,North,CUST-3650,5,$149.00,745,High Value,Shipped,Bob,,,,,,,,
ORD-10738-2025-AZ,2024-03-26,Gaming Headset,Gaming,South,CUST-3057,5,$149.00,745,High Value,Shipped,Alice,,,,,,,,
ORD-10796-2025-CA,2024-10-19,Gaming Headset,Gaming,South,CUST-8005,4,$185.00,740,High Value,Shipped,Alice,,,,,,,,
ORD-10272-2025-CA,2025-05-23,Gaming Headset,Gaming,East,CUST-3908,5,$147.00,735,High Value,Shipped,Eve,,,,,,,,
ORD-10172-2025-TX,2025-06-25,SSD Drive,Gaming,East,CUST-3752,4,$183.00,732,High Value,Shipped,Alice,,,,,,,,
ORD-10474-2025-TX,2024-07-03,Mouse,Peripherals,Central,CUST-8934,5,$146.00,730,High Value,Shipped,Alice,,,,,,,,
ORD-10177-2025-AZ,2024-10-10,SSD Drive,Networking,East,CUST-2287,4,$182.00,728,High Value,Shipped,Alice,,,,,,,,
ORD-10479-2025-TX,2024-01-02,Router,Electronics,North,CUST-6633,1,$725.00,725,High Value,Cancelled,David,,,,,,,,
ORD-10062-2025-TX,2024-08-14,Webcam,Peripherals,West,CUST-4492,5,$144.00,720,High Value,Cancelled,Charlie,,,,,,,,
ORD-10460-2025-TX,2025-02-16,Gaming Headset,Gaming,West,CUST-8568,4,$179.00,716,High Value,Pending,Charlie,,,,,,,,
ORD-10248-2025-TX,2024-01-23,External HDD,Peripherals,North,CUST-1895,5,$142.00,710,High Value,Shipped,Bob,,,,,,,,
ORD-10132-2025-CA,2025-01-28,Gaming Headset,Gaming,South,CUST-7138,4,$177.00,708,High Value,Shipped,David,,,,,,,,
ORD-10952-2025-AZ,2025-02-05,SSD Drive,Accessories,North,CUST-4701,3,$236.00,708,High Value,Shipped,David,,,,,,,,
ORD-10084-2025-CA,2024-12-15,Webcam,Peripherals,West,CUST-8656,5,$141.00,705,High Value,Cancelled,Alice,,,,,,,,
ORD-10802-2025-AZ,2024-05-15,Mouse,Peripherals,Central,CUST-1470,5,$141.00,705,High Value,Pending,Eve,,,,,,,,
ORD-10937-2025-AZ,2025-04-21,Gaming Headset,Gaming,North,CUST-1004,3,$233.00,699,High Value,Shipped,Eve,,,,,,,,
ORD-10545-2025-CA,2025-04-23,Router,Electronics,Central,CUST-3157,1,$696.00,696,High Value,Shipped,David,,,,,,,,
ORD-10729-2025-TX,2024-11-14,Gaming Headset,Gaming,East,CUST-6421,5,$139.00,695,High Value,Shipped,David,,,,,,,,
ORD-10731-2025-AZ,2024-04-05,Gaming Headset,Gaming,Central,CUST-3993,5,$139.00,695,High Value,Shipped,Eve,,,,,,,,
ORD-10387-2025-AZ,2024-09-10,Monitor,Electronics,East,CUST-5743,1,$693.00,693,High Value,Shipped,Frank,,,,,,,,
ORD-10521-2025-TX,2025-05-31,External HDD,Networking,Central,CUST-2934,3,$229.00,687,High Value,Shipped,Charlie,,,,,,,,
ORD-10150-2025-AZ,2024-04-26,SSD Drive,Networking,Central,CUST-8813,5,$137.00,685,High Value,Cancelled,Frank,,,,,,,,
ORD-10576-2025-AZ,2024-11-21,Gaming Headset,Gaming,West,CUST-7910,4,$170.00,680,High Value,Shipped,Eve,,,,,,,,
ORD-10733-2025-CA,2024-03-17,Gaming Headset,Gaming,West,CUST-6375,4,$167.00,668,High Value,Shipped,Charlie,,,,,,,,
ORD-10559-2025-AZ,2024-01-16,External HDD,Accessories,West,CUST-2636,3,$222.00,666,High Value,Shipped,Eve,,,,,,,,
ORD-10362-2025-CA,2025-04-28,Mouse,Peripherals,East,CUST-9632,5,$133.00,665,High Value,Cancelled,Bob,,,,,,,,
ORD-10403-2025-TX,2025-02-19,External HDD,Electronics,North,CUST-3055,3,$221.00,663,High Value,Cancelled,Charlie,,,,,,,,
ORD-10004-2025-TX,2024-11-11,External HDD,Peripherals,Central,CUST-8979,5,$132.00,660,High Value,Shipped,Charlie,,,,,,,,
ORD-10065-2025-AZ,2025-03-24,External HDD,Storage,Central,CUST-1439,3,$220.00,660,High Value,Cancelled,Alice,,,,,,,,
ORD-10123-2025-TX,2024-08-22,Gaming Headset,Gaming,South,CUST-2602,4,$165.00,660,High Value,Cancelled,Bob,,,,,,,,
ORD-10527-2025-TX,2025-01-12,SSD Drive,Electronics,East,CUST-3984,4,$165.00,660,High Value,Shipped,Alice,,,,,,,,
ORD-10640-2025-CA,2024-10-23,External HDD,Peripherals,South,CUST-8142,4,$160.00,640,High Value,Shipped,Eve,,,,,,,,
ORD-10217-2025-TX,2025-02-14,External HDD,Accessories,North,CUST-1672,5,$127.00,635,High Value,Pending,Bob,,,,,,,,
ORD-10199-2025-AZ,2024-01-07,Gaming Headset,Gaming,Central,CUST-9719,3,$211.00,633,High Value,Shipped,Eve,,,,,,,,
ORD-10262-2025-CA,2025-02-25,Gaming Headset,Gaming,West,CUST-1587,5,$126.00,630,High Value,Shipped,Frank,,,,,,,,
ORD-10792-2025-TX,2024-06-06,Mouse,Peripherals,West,CUST-1443,5,$125.00,625,High Value,Shipped,David,,,,,,,,
ORD-10624-2025-CA,2024-07-07,SSD Drive,Accessories,Central,CUST-4228,5,$124.00,620,High Value,Shipped,David,,,,,,,,
ORD-10309-2025-CA,2025-02-12,SSD Drive,Gaming,South,CUST-6901,3,$206.00,618,High Value,Shipped,Charlie,,,,,,,,
ORD-10141-2025-CA,2024-09-25,SSD Drive,Networking,North,CUST-6930,5,$123.00,615,High Value,Pending,Eve,,,,,,,,
ORD-10680-2025-CA,2024-09-05,SSD Drive,Networking,West,CUST-2642,5,$123.00,615,High Value,Pending,David,,,,,,,,
ORD-10435-2025-CA,2024-04-09,Keyboard,Peripherals,East,CUST-9680,5,$122.00,610,High Value,Pending,Charlie,,,,,,,,
ORD-10893-2025-TX,2025-06-28,SSD Drive,Storage,East,CUST-5960,5,$122.00,610,High Value,Shipped,Frank,,,,,,,,
ORD-10494-2025-AZ,2024-01-05,Gaming Headset,Gaming,South,CUST-4450,3,$203.00,609,High Value,Cancelled,Alice,,,,,,,,
ORD-10728-2025-CA,2025-01-14,Mouse,Peripherals,Central,CUST-4386,5,$121.00,605,High Value,Shipped,Bob,,,,,,,,
ORD-10393-2025-CA,2024-05-10,Gaming Headset,Gaming,Central,CUST-7342,3,$201.00,603,High Value,Shipped,Charlie,,,,,,,,
ORD-10259-2025-CA,2025-05-24,Gaming Headset,Gaming,West,CUST-7594,5,$120.00,600,High Value,Shipped,Bob,,,,,,,,
ORD-10299-2025-CA,2024-01-02,SSD Drive,Storage,South,CUST-6272,4,$149.00,596,High Value,Shipped,Charlie,,,,,,,,
ORD-10991-2025-CA,2024-08-15,External HDD,Peripherals,South,CUST-9171,5,$119.00,595,High Value,Shipped,Eve,,,,,,,,
ORD-10890-2025-AZ,2025-02-25,Keyboard,Peripherals,South,CUST-8351,4,$147.00,588,High Value,Shipped,Bob,,,,,,,,
ORD-10676-2025-AZ,2024-08-14,Laptop,Electronics,South,CUST-1930,1,$582.00,582,High Value,Pending,Alice,,,,,,,,
ORD-10223-2025-AZ,2024-01-02,Monitor,Electronics,North,CUST-6359,1,$581.00,581,High Value,Pending,Charlie,,,,,,,,
ORD-10126-2025-AZ,2025-04-06,Webcam,Peripherals,West,CUST-5332,5,$116.00,580,High Value,Shipped,Charlie,,,,,,,,
ORD-10579-2025-TX,2025-03-04,External HDD,Storage,South,CUST-5909,2,$290.00,580,High Value,Shipped,Frank,,,,,,,,
ORD-10883-2025-AZ,2025-01-12,Keyboard,Peripherals,Central,CUST-7587,5,$116.00,580,High Value,Pending,Bob,,,,,,,,
ORD-10990-2025-CA,2025-04-18,Gaming Headset,Gaming,Central,CUST-8316,5,$116.00,580,High Value,Cancelled,Charlie,,,,,,,,
ORD-10997-2025-AZ,2025-02-20,SSD Drive,Gaming,Central,CUST-6881,3,$193.00,579,High Value,Shipped,Alice,,,,,,,,
ORD-10523-2025-TX,2024-09-13,Router,Electronics,North,CUST-3186,1,$578.00,578,High Value,Shipped,Frank,,,,,,,,
ORD-10493-2025-AZ,2024-02-03,Keyboard,Peripherals,South,CUST-4763,4,$144.00,576,High Value,Cancelled,Frank,,,,,,,,
ORD-10528-2025-AZ,2024-07-31,Keyboard,Peripherals,North,CUST-5534,4,$144.00,576,High Value,Pending,Charlie,,,,,,,,
ORD-10439-2025-AZ,2024-07-31,SSD Drive,Electronics,South,CUST-7967,2,$287.00,574,High Value,Shipped,Eve,,,,,,,,
ORD-10827-2025-TX,2024-09-26,External HDD,Gaming,North,CUST-1300,2,$287.00,574,High Value,Cancelled,Bob,,,,,,,,
ORD-10006-2025-AZ,2024-08-30,Gaming Headset,Gaming,North,CUST-6090,5,$114.00,570,High Value,Pending,Eve,,,,,,,,
ORD-10869-2025-AZ,2024-12-23,Printer,Electronics,South,CUST-4663,1,$569.00,569,High Value,Shipped,Eve,,,,,,,,
ORD-10940-2025-AZ,2024-11-29,SSD Drive,Storage,West,CUST-2416,3,$189.00,567,High Value,Cancelled,David,,,,,,,,
ORD-10033-2025-CA,2024-05-08,Mouse,Peripherals,West,CUST-7822,4,$140.00,560,High Value,Shipped,Alice,,,,,,,,
ORD-11000-2025-CA,2025-05-11,Keyboard,Peripherals,East,CUST-3636,4,$140.00,560,High Value,Cancelled,Eve,,,,,,,,
ORD-10668-2025-AZ,2024-03-16,Laptop,Electronics,North,CUST-6556,1,$557.00,557,High Value,Shipped,Alice,,,,,,,,
ORD-10072-2025-CA,2024-12-08,Gaming Headset,Gaming,Central,CUST-4422,4,$139.00,556,High Value,Shipped,Charlie,,,,,,,,
ORD-10318-2025-AZ,2025-01-09,External HDD,Gaming,East,CUST-4547,3,$185.00,555,High Value,Shipped,Alice,,,,,,,,
ORD-10805-2025-CA,2024-04-07,External HDD,Gaming,Central,CUST-9391,4,$138.00,552,High Value,Shipped,Charlie,,,,,,,,
ORD-10832-2025-CA,2025-02-21,Mouse,Peripherals,Central,CUST-5931,5,$110.00,550,High Value,Shipped,Charlie,,,,,,,,
ORD-10376-2025-TX,2025-01-23,Gaming Headset,Gaming,West,CUST-8658,4,$137.00,548,High Value,Shipped,David,,,,,,,,
ORD-10949-2025-AZ,2025-04-19,Printer,Electronics,Central,CUST-7622,1,$548.00,548,High Value,Cancelled,Alice,,,,,,,,
ORD-10216-2025-TX,2024-01-25,Mouse,Peripherals,North,CUST-6794,5,$109.00,545,High Value,Shipped,Charlie,,,,,,,,
ORD-10325-2025-TX,2025-02-05,Mouse,Peripherals,South,CUST-5244,4,$136.00,544,High Value,Shipped,Charlie,,,,,,,,
ORD-10711-2025-TX,2025-04-17,External HDD,Storage,West,CUST-5248,2,$272.00,544,High Value,Shipped,David,,,,,,,,
ORD-10964-2025-TX,2024-03-23,External HDD,Gaming,North,CUST-6821,3,$181.00,543,High Value,Shipped,Charlie,,,,,,,,
ORD-10039-2025-CA,2025-01-20,Keyboard,Peripherals,Central,CUST-4829,4,$135.00,540,High Value,Cancelled,Eve,,,,,,,,
ORD-10142-2025-AZ,2024-12-05,Webcam,Peripherals,Central,CUST-7587,4,$135.00,540,High Value,Shipped,Bob,,,,,,,,
ORD-10697-2025-CA,2024-05-28,Keyboard,Peripherals,North,CUST-7911,4,$135.00,540,High Value,Shipped,Frank,,,,,,,,
ORD-10087-2025-CA,2024-03-08,Gaming Headset,Gaming,Central,CUST-3663,5,$107.00,535,High Value,Cancelled,Frank,,,,,,,,
ORD-10430-2025-CA,2024-11-04,Gaming Headset,Gaming,South,CUST-4502,5,$107.00,535,High Value,Pending,Frank,,,,,,,,
ORD-10256-2025-AZ,2024-07-05,SSD Drive,Accessories,Central,CUST-6872,3,$177.00,531,High Value,Shipped,David,,,,,,,,
ORD-10974-2025-TX,2024-11-02,SSD Drive,Accessories,West,CUST-1591,2,$265.00,530,High Value,Pending,Frank,,,,,,,,
ORD-10981-2025-CA,2024-10-26,Mouse,Peripherals,East,CUST-9484,5,$106.00,530,High Value,Pending,Charlie,,,,,,,,
ORD-10584-2025-AZ,2024-06-28,Gaming Headset,Gaming,East,CUST-4768,3,$176.00,528,High Value,Pending,Alice,,,,,,,,
ORD-10813-2025-CA,2024-04-07,SSD Drive,Gaming,Central,CUST-7875,4,$132.00,528,High Value,Shipped,Charlie,,,,,,,,
ORD-10868-2025-AZ,2025-04-29,Mouse,Peripherals,West,CUST-1015,4,$132.00,528,High Value,Shipped,Charlie,,,,,,,,
ORD-10712-2025-CA,2024-12-26,SSD Drive,Networking,Central,CUST-8612,2,$260.00,520,High Value,Cancelled,Eve,,,,,,,,
ORD-10754-2025-CA,2024-02-19,Gaming Headset,Gaming,East,CUST-7055,5,$104.00,520,High Value,Cancelled,Eve,,,,,,,,
ORD-10482-2025-TX,2024-12-24,SSD Drive,Peripherals,South,CUST-1659,2,$258.00,516,High Value,Shipped,David,,,,,,,,
ORD-10608-2025-AZ,2025-04-06,SSD Drive,Storage,Central,CUST-7827,4,$129.00,516,High Value,Cancelled,Eve,,,,,,,,
